Spatial_contribution,Score,Rel_Score,Year,Producing_country,Method_name,Midpoint,Midpoint_abb,Unit
FR,1.0213429552200163e-06,7.489904507152292e-06,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
VE,2.631857441140873e-07,1.9300432640999524e-06,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
RU,3.2323088142586375e-09,2.3703775732421468e-08,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
GB,1.005818517964737e-06,7.376057780178715e-06,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
GLO,0.0,0.0,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
DE,3.6980940881309246e-05,0.00027119560023399105,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
HU,1.995182554046541e-06,1.4631448454966482e-05,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
GR,3.629891471305188e-07,2.661940374919969e-06,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
JM,2.100478349028657e-05,0.00015403623408922907,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
JP,4.6676002801011605e-06,3.4229325415950975e-05,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
TR,5.31233761878776e-10,3.895743469038942e-09,2000,ZA,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
IS,8.162307470891742,0.7816552830325166,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ES,1.6015873879180405e-05,1.5337442842833935e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CA,9.32489909664012e-08,8.929897175066324e-09,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BR,1.0397835905970542e-06,9.957384473681345e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SR,0.6499869623444554,0.062245357067306634,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IN,1.471965599866422e-06,1.4096132639953285e-07,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GN,8.904763670454217e-07,8.527558649302051e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BA,1.0390605903425312e-07,9.95046073342043e-09,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IE,3.8588331074338474e-05,3.6953732697806808e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
UA,3.183530105671617e-08,3.048676044936374e-09,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SK,2.7238747893497646e-09,2.608491688174198e-10,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
US,3.354718900936073e-05,3.2126132975963927e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VN,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
KZ,6.231329086818629e-08,5.967370524077836e-09,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RO,8.2310914910401e-07,7.88242316531183e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ID,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CN,7.669942286354036e-06,7.345044192543929e-07,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IT,1.4520378150528283e-06,1.3905296184279078e-07,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
AU,1.629235730399214,0.15602214453614,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
AZ,3.7696569919281303e-10,3.609974646837424e-11,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SI,7.597127435907038e-07,7.275313772882465e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
FR,2.8821914168224092e-05,2.7601020369599977e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VE,5.863262755700438e-07,5.614895451004537e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RU,1.0554573843444053e-07,1.0107483005640231e-08,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GB,2.4286954259411836e-06,2.325816097143951e-07,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GLO,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
DE,6.779536724417342e-05,6.4923561334241525e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
HU,6.592710552793357e-05,6.3134439023186595e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GR,5.358287637439004e-06,5.131311035204656e-07,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JM,7.206714556852632e-05,6.901438749716411e-06,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JP,0.0004607728087667523,4.412545123234802e-05,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TR,1.4103274297569489e-09,1.3505860814561452e-10,2000,IS,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IS,0.007850596481370372,0.8906772335874399,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ES,5.564810799156796e-09,6.313469683217376e-07,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,5.3796181251479434e-11,6.103362210545347e-09,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,3.340064414664136e-10,3.7894182179869385e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,0.00020879354729819204,0.023688347699409473,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,5.449517077902573e-10,6.182664982019962e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GN,3.246030697277363e-10,3.6827337240574094e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,3.610410851754136e-11,4.09613557031672e-09,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IE,1.340823799354274e-08,1.5212108215866456e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,1.1061735448732362e-11,1.2549920189546225e-09,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,9.450948556991538e-13,1.0722426933410617e-10,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,2.164050547931308e-08,2.455189946329261e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VN,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,2.271490434342444e-11,2.5770842011578002e-09,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,2.860032470418276e-10,3.2448054294566703e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,2.289431952638395e-09,2.597439472149141e-07,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,5.045137962659944e-10,5.723882935917434e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,0.0007545022313944254,0.08560087909099007,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,1.3741434098475975e-13,1.5590130682934132e-11,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,2.638959905168598e-10,2.993990983311183e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,1.0013710374520089e-08,1.1360899615065343e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,1.883438056984431e-10,2.1368254020048312e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,3.667343083084004e-11,4.1607271493428214e-09,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,8.438926902262109e-10,9.57425347945206e-08,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,2.3554833393498693e-08,2.67237704731352e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HU,2.2907492459421495e-08,2.5989339868123203e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,1.8618373004766928e-09,2.1123185991200272e-07,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JM,2.3149933514467633e-08,2.6264397602562793e-06,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,1.679626977504801e-07,1.9055947065077938e-05,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,5.140727525012477e-13,5.832332589594101e-11,2000,IS,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,0.0026219544269896716,0.9021572741905062,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,1.9903080073634366e-09,6.848215316938493e-07,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,1.1684619838928034e-11,4.0204225807015335e-09,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,1.1214404690083218e-10,3.85863181401305e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,7.010325023976968e-05,0.02412099786982861,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,2.0287773931877604e-10,6.980580074684877e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GN,1.226532667044564e-10,4.22023112307472e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,1.2912721350251477e-11,4.4429854980733855e-09,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IE,4.795488842228523e-09,1.6500230125216102e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,3.956264949773721e-12,1.361264393584885e-09,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,3.382823637278193e-13,1.1639557576818745e-10,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,4.9050463497822735e-09,1.6877193589433428e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VN,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,8.58296634325528e-12,2.9532113300650217e-09,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,1.0229003544387045e-10,3.519576793668502e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,1.0358192724839538e-09,3.5640279701238227e-07,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,1.8044525612180378e-10,6.208727303866884e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,0.00021415266275851087,0.07368525574133404,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AZ,5.192285405051124e-14,1.7865520466799947e-11,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,9.439875000943423e-11,3.2480548906137675e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,3.5816238168436615e-09,1.2323585591414259e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,6.323720507415365e-11,2.175854163210032e-08,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,1.3116421919061577e-11,4.513074416483675e-09,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,3.0182085390639545e-10,1.0384996628895157e-07,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,8.424821597006885e-09,2.8987971755952182e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,8.192942608738228e-09,2.8190126782579847e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,6.658906370506852e-10,2.2911843007139813e-07,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JM,7.772680755975822e-09,2.67440975014009e-06,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,6.34657619796852e-08,2.1837183073297486e-05,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,1.9425177073798352e-13,6.683779328569873e-11,2000,IS,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IS,6.081599866208716e-07,0.6676441306396937,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ES,2.6446907047354678e-12,2.9033679709591607e-06,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CA,1.6143166982177703e-14,1.772213056217788e-08,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BR,1.8735313832161024e-13,2.0567815362592767e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SR,1.1711780149501723e-07,0.1285730966879916,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IN,1.0298364959718958e-13,1.1305648302751855e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GN,7.197611086062041e-14,7.901609612524931e-08,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
BA,1.715825711111745e-14,1.8836506682880152e-08,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IE,6.3721834576500385e-12,6.995446886431826e-06,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
UA,5.256895752555392e-15,5.7710728620597665e-09,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SK,4.494730543855171e-16,4.934360254586462e-10,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
US,5.2852474989479774e-12,5.802197693500207e-06,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VN,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
KZ,5.036706753019858e-15,5.5293471707854234e-09,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RO,1.3592164148232045e-13,1.4921614075073315e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
ID,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
CN,1.949010622481547e-13,2.1396434018692195e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IT,2.3977275795292413e-13,2.632249376089877e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AU,1.8553276928305917e-07,0.20367973424463995,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
AZ,3.046967438987545e-17,3.344991402991585e-11,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
SI,1.2543394408118742e-13,1.3770264139557624e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
FR,4.759187483361161e-12,5.224683734184571e-06,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
VE,1.0564706031988053e-13,1.1598040202187353e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
RU,1.7428921964267e-14,1.913364527231584e-08,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GB,4.010555681814409e-13,4.4028282367683983e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GLO,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
DE,1.1194736950246461e-11,1.2289694460853647e-05,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
HU,1.0886673096900408e-11,1.1951498874045075e-05,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
GR,8.848268578691528e-13,9.713717957195644e-07,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JM,1.2985407611439768e-11,1.4255510665726245e-05,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
JP,3.7239346119422136e-11,4.088172752639786e-05,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
TR,1.139903484752895e-16,1.2513974740752623e-10,2000,IS,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.
IS,0.018034258672164027,0.7590683673696486,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
ES,4.094084193433518e-08,1.7232146111889813e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
CA,2.042953379488876e-10,8.598863499582073e-09,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
BR,2.6799415347104463e-09,1.1279969320494766e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
SR,0.0016752781504357265,0.07051305371947952,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
IN,3.771597228604756e-09,1.58747869969937e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
GN,2.3305259056688376e-09,9.809266499316776e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
BA,2.656099925908946e-10,1.1179619140332638e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
IE,9.864147066123169e-08,4.151854614647019e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
UA,8.137881357332142e-11,3.4252632326343208e-09,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
SK,6.9645377236787494e-12,2.931398720346066e-10,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
US,6.778436044115807e-08,2.853067860930905e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
VN,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
KZ,1.6308432666423546e-10,6.864277364263023e-09,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
RO,2.1040755305009933e-09,8.856128809026156e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
ID,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
CN,2.000774521617274e-08,8.42133118531217e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
IT,3.7118020564817465e-09,1.5623106988931834e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
AU,0.0040468015798716984,0.17033131908235644,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
AZ,9.86582418163834e-13,4.152560518537572e-11,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
SI,1.9421125758952138e-09,8.174420967512639e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
FR,7.367724348181553e-08,3.101101405868153e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
VE,1.5111991540718136e-09,6.36069103534733e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
RU,2.698019199940637e-10,1.1356058856979656e-08,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
GB,6.208359367675025e-09,2.6131205584508005e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
GLO,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
DE,1.7330428199635217e-07,7.294438922304471e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
HU,1.685263839104569e-07,7.093335491026921e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
GR,1.369712973074144e-08,5.765170662885131e-07,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
JM,1.8574605590373674e-07,7.818117615104735e-06,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
JP,1.2059045434315165e-06,5.075695151246066e-05,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
TR,3.6910970304409014e-12,1.5535958797265777e-10,2000,IS,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
IS,0.03773682702649593,0.756686269414043,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
ME,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
ES,9.423653662293242e-08,1.8895996022569643e-06,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
IR,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
CA,3.183569341471955e-10,6.383587063978496e-09,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
BR,6.353333309800163e-09,1.2739492054170884e-07,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
SA,0.0,0.0,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
SR,0.0039715802138644216,0.0796368018327997,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
IN,8.52789842556531e-09,1.7099857497431193e-07,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
GN,5.473941161541137e-09,1.0976164248282716e-07,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
BA,6.113778961304987e-10,1.2259145664270498e-08,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
IE,2.2705175015339275e-07,4.5527659669656475e-06,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
UA,1.8731514084422903e-10,3.7559807301940754e-09,2000,IS,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
