Score,Rel_score,Supply,Activity,Year,Country,Method_name,Midpoint,Midpoint_abb,Unit
42102484.75012455,0.01320441191679421,13242127658.61636,"'electricity production, hard coal' (kilowatt hour, CN-SA, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
40905674.86088735,0.012829061842864567,13521101156.479494,"'electricity production, hard coal' (kilowatt hour, IN-CT, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
40904242.21237237,0.012828612527788842,35108482185.17625,"'diesel, burned in building machine' (megajoule, GLO, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
40247451.73994507,0.012622626301740027,11378189734.363476,"'electricity production, hard coal' (kilowatt hour, CN-XJ, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
39679110.362148,0.012444379965298598,2750226792.5607963,"'electricity production, hard coal, at coal mine power plant' (kilowatt hour, CN, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
39622503.72971973,0.01242662668312911,13161949603.493893,"'electricity production, hard coal' (kilowatt hour, CN-FJ, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
39614145.49732148,0.012424005328495583,11655616437.720669,"'electricity production, hard coal' (kilowatt hour, CN-GZ, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.
731530979.1805376,0.12369006122937672,243843657607.2729,"'hard coal mine operation and hard coal preparation' (kilogram, CN, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
601923308.8650694,0.1017754996682583,786827861641.5911,"'heat production, at hard coal industrial furnace 1-10MW' (megajoule, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
538778800.4790491,0.09109878421689777,33416598279.054626,"'aluminium production, primary, liquid, prebake' (kilogram, CN, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
200448053.37008864,0.033892524992488064,34908970215.26002,"'electricity production, hard coal' (kilowatt hour, CN-NM, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
184746136.58104065,0.031237584731131605,37753887629.03774,"'electricity production, hard coal' (kilowatt hour, CN-SD, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
159597908.03470278,0.02698542587903299,46420004501.827484,"'electricity production, hard coal' (kilowatt hour, CN-JS, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
139494339.69742566,0.023586237506515572,3345738667.63676,"'electricity production, hard coal, at coal mine power plant' (kilowatt hour, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
138456896.87403888,0.023410822698395707,27978033644.85608,"'electricity production, hard coal' (kilowatt hour, CN-SX, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
132477266.4328715,0.022399763869109267,32076607704.625824,"'electricity production, hard coal' (kilowatt hour, CN-GD, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
119782915.7824387,0.02025335441563935,12053990642.74216,"'electricity production, hard coal' (kilowatt hour, ZA, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
114665581.67181042,0.01938809595429047,2750226792.5607963,"'electricity production, hard coal, at coal mine power plant' (kilowatt hour, CN, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
112593280.66162822,0.019037703358310093,26759490591.524292,"'electricity production, hard coal' (kilowatt hour, CN-ZJ, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
103002833.68550932,0.017416113832433737,25371172098.902214,"'electricity production, hard coal' (kilowatt hour, CN-HB, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
101122261.29733631,0.017098139446577974,28714388159.029034,"'electricity production, hard coal' (kilowatt hour, CN-HE, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
88489401.29250835,0.014962127067102676,186800792771.48306,"'heat production, heavy fuel oil, at industrial furnace 1MW' (megajoule, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
84291373.8168993,0.014252308494439685,18368613907.376312,"'electricity production, hard coal' (kilowatt hour, IN-UP, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
78515474.17467846,0.013275697249347473,23346966691.401947,"'anode production, prebake, for aluminium electrolysis' (kilogram, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
77381128.93597397,0.013083897809509965,57483191409.34253,"'hard coal mine operation and hard coal preparation' (kilogram, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
71103613.33208695,0.012022471415397508,9160003654.370722,"'electricity production, hard coal' (kilowatt hour, RoW, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
68293408.67188674,0.011547311242582107,15501011356.347012,"'electricity production, hard coal' (kilowatt hour, CN-LN, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
68146163.92256851,0.011522414536116882,20802473107.283344,"'electricity production, hard coal' (kilowatt hour, CN-AH, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
59586565.69819,0.010075124867457543,11378189734.363476,"'electricity production, hard coal' (kilowatt hour, CN-XJ, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
56498498.498113126,0.009552982631614278,15396364287.663145,"'electricity production, lignite' (kilowatt hour, AU, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
55842045.57030207,0.00944198705501394,13521101156.479494,"'electricity production, hard coal' (kilowatt hour, IN-CT, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
55695558.11706271,0.009417218395071734,3353875642.299653,"'aluminium production, primary, liquid, prebake' (kilogram, CA, None)",2017,GLO,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq
