Location,Stage,Score,Rel_Score,Year,Method_name,Midpoint,Midpoint_abb,Unit
RU,Primary Aluminium Ingot production,1538977.0860385187,0.017485968981307103,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NZ,Primary Aluminium Ingot production,160724.06621319975,0.0018261584671074296,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
EG,Primary Aluminium Ingot production,92499.5387158722,0.0010509864503144878,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TJ,Primary Aluminium Ingot production,131750.66572651858,0.0014969605948394243,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
OM,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Primary Aluminium Ingot production,1795390.5968666798,0.020399357840312545,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Primary Aluminium Ingot production,624983.6557680555,0.007101109508209149,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NL,Primary Aluminium Ingot production,123558.22324391929,0.001403877470710123,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ZA,Primary Aluminium Ingot production,329614.52027300105,0.0037451040236851593,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IS,Primary Aluminium Ingot production,91736.96389339739,0.0010423220200167995,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NG,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,Primary Aluminium Ingot production,180664.4832675593,0.002052722928170582,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,Primary Aluminium Ingot production,124950.6593030158,0.0014196984299425243,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
PL,Primary Aluminium Ingot production,19224.217955892676,0.0002184269550964665,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AE,Primary Aluminium Ingot production,230025.3079177764,0.0026135641886127358,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HR,Primary Aluminium Ingot production,6163.577261587618,7.003101071987848e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
QA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,Primary Aluminium Ingot production,56005.82599693657,0.0006363422464435606,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CH,Primary Aluminium Ingot production,14526.58386662901,0.00016505209674699047,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,Primary Aluminium Ingot production,3198.820026703306,3.6345224546324404e-05,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Primary Aluminium Ingot production,29854.348474434108,0.0003392072670327088,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Primary Aluminium Ingot production,865776.1057586267,0.009837010743948982,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,Primary Aluminium Ingot production,263539.00118482625,0.002994349195896468,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,Primary Aluminium Ingot production,34319.45345654776,0.0003899401128455703,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SE,Primary Aluminium Ingot production,41281.63375202883,0.00046904490900755977,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NO,Primary Aluminium Ingot production,420055.36686752096,0.004772699465190874,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Primary Aluminium Ingot production,315036.7887375591,0.0035794707834250895,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,Primary Aluminium Ingot production,746845.9218836782,0.00848571739134188,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Primary Aluminium Ingot production,1370363.536531504,0.015570169634289435,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,Primary Aluminium Ingot production,77525.92529026844,0.0008808551713802686,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MX,Primary Aluminium Ingot production,29854.348474434108,0.0003392072670327088,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Primary Aluminium Ingot production,78306.48780180282,0.0008897239791022829,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,Primary Aluminium Ingot production,49133.44410280372,0.0005582577462137139,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Primary Aluminium Ingot production,279392.6543213066,0.003174479549687817,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Primary Aluminium Ingot production,41806.58524233305,0.0004750094458154332,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Primary Aluminium Ingot production,13862.929588354873,0.00015751160882843102,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,Primary Aluminium Ingot production,149768.78435631865,0.0017016837621434955,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MZ,Primary Aluminium Ingot production,26330.556523355965,0.00029916968797313995,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AR,Primary Aluminium Liquid production,54275.98254785904,0.0006166876400381148,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,Primary Aluminium Liquid production,370594.900472942,0.004210726068041188,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CM,Primary Aluminium Liquid production,317146.23024188855,0.003603438410394464,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,Primary Aluminium Liquid production,626957.8876907956,0.007123540874131432,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GH,Primary Aluminium Liquid production,502975.47628193174,0.0057148437468054,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,Primary Aluminium Liquid production,396108.4634419715,0.004500613016148685,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MY,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BH,Primary Aluminium Liquid production,235953.92606114157,0.0026809255768344073,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,Primary Aluminium Liquid production,257710.551787824,0.0029281259322171873,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,Primary Aluminium Liquid production,8802849.900542298,0.10001861736889588,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NZ,Primary Aluminium Liquid production,2403134.598903097,0.02730458915570476,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
EG,Primary Aluminium Liquid production,693885.8760385544,0.007883981519315218,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TJ,Primary Aluminium Liquid production,1205550.452616817,0.01369755145225781,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
OM,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Primary Aluminium Liquid production,13178010.026176509,0.1497295032158192,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Primary Aluminium Liquid production,264146.39707314264,0.0030012504719185906,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NL,Primary Aluminium Liquid production,667485.4273116121,0.007584017711068922,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ZA,Primary Aluminium Liquid production,2472605.413278707,0.028093921574165244,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IS,Primary Aluminium Liquid production,495580.8277023476,0.005630825214714638,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NG,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,Primary Aluminium Liquid production,975984.4925563239,0.01108920640722879,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,Primary Aluminium Liquid production,675007.6363035232,0.007669485593792275,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
PL,Primary Aluminium Liquid production,103852.94479096527,0.001179984671446087,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AE,Primary Aluminium Liquid production,217858.6770510995,0.0024753260485704085,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HR,Primary Aluminium Liquid production,33296.836861252115,0.000378321069113647,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
QA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,Primary Aluminium Liquid production,302554.3077267003,0.00343764393119594,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CH,Primary Aluminium Liquid production,78537.70688333068,0.0008923511070330111,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,Primary Aluminium Liquid production,29269.97681390784,0.0003325675939523121,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Primary Aluminium Liquid production,273174.5082081111,0.003103828523728454,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Primary Aluminium Liquid production,12945021.636600325,0.14708227227905404,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,Primary Aluminium Liquid production,1423688.672439587,0.016176053686022086,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,Primary Aluminium Liquid production,185400.32750650542,0.002106531933004876,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SE,Primary Aluminium Liquid production,223011.37246606246,0.002533871346621656,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NO,Primary Aluminium Liquid production,2269220.361760884,0.025783045905927265,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Primary Aluminium Liquid production,2882662.802189582,0.032753023290558105,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,Primary Aluminium Liquid production,189224.19109350845,0.0021499789476990315,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Primary Aluminium Liquid production,7766098.093619977,0.08823896833992777,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,Primary Aluminium Liquid production,418810.0476966753,0.004758550058685227,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MX,Primary Aluminium Liquid production,219128.3079056423,0.0024897516861849306,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Primary Aluminium Liquid production,716523.3002179922,0.008141189570435243,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,Primary Aluminium Liquid production,281040.13858124573,0.003193198385028401,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Primary Aluminium Liquid production,118083.98879964805,0.0013416788229477132,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Primary Aluminium Liquid production,239130.9773752573,0.0027170234636935612,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Primary Aluminium Liquid production,74890.22775770008,0.0008509081853486361,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,Primary Aluminium Liquid production,809079.9495122784,0.009192824915273054,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MZ,Primary Aluminium Liquid production,197518.8366712861,0.00224422331078913,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CM,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GH,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MY,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BH,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
EG,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TJ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
OM,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NL,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ZA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IS,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NG,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
PL,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AE,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
QA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CH,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SE,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
NO,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MX,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
MZ,Alumina consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Alumina production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,Alumina production,107707.7647146746,0.001223783414277284,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,Alumina production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,Alumina production,83463.64458597676,0.0009483199675532415,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AZ,Alumina production,37865.49348982629,0.00043023047622452816,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,Alumina production,44524.69964306912,0.0005058928582652308,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,Alumina production,546339.1754928574,0.006207545234173744,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Alumina production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Alumina production,646820.4665428156,0.007349220931908781,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Alumina production,472670.1323943588,0.00537051223726356,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,Alumina production,53240.04402763547,0.0006049172316314512,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,Alumina production,12580.241066096845,0.00014293760904873505,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,Alumina production,17061.551861085914,0.000193854586479817,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,Alumina production,14260.148863381262,0.00016202484296615806,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Alumina production,41518.3745571308,0.000471734775160979,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Alumina production,1630561.5633252203,0.01852655843746773,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,Alumina production,179384.1414520045,0.002038175591842209,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,Alumina production,9630.37723364023,0.00010942104279095448,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Alumina production,165341.68661212327,0.0018786242041190634,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Alumina production,552416.2364198801,0.006276593240041696,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,Alumina production,78221.5433428476,0.000888758834014744,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Alumina production,2806665.3054412524,0.031889534234838,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Alumina production,320584.79475696123,0.0036425076291607787,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,Alumina production,112813.0619451454,0.0012817901707275429,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ID,Alumina production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
UA,Alumina production,274284.80550067406,0.003116443801885558,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VE,Alumina production,206758.99858191062,0.00234921069885177,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ME,Alumina production,32022.83617310119,0.0003638457811335546,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
HU,Alumina production,31819.123534506893,0.00036153118339725605,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
ES,Alumina production,167543.93929722212,0.0019036463584383091,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GN,Alumina production,155449.4393807254,0.0017662277754698882,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IE,Alumina production,189295.57012967014,0.002150789961471467,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
VN,Alumina production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JM,Alumina production,584867.0717508703,0.006645301978568683,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GLO,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RO,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AZ,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
RU,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
US,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
BR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
FR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
GB,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SK,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
JP,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
TR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
AU,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
DE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SI,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
SR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
CN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
KZ,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
IT,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq
