Location,Stage,Score,Rel_Score,Year,Method_name,Midpoint,Midpoint_abb,Unit
US,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
FR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GB,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SK,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JP,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
AU,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
DE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SI,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SR,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
KZ,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IT,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ID,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
UA,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ME,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
HU,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ES,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IE,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VN,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JM,Bauxite consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GLO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GR,Bauxite production,16436836.808581851,4.340621465536706e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IR,Bauxite production,0.8744903689961524,2.309344377677321e-12,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GH,Bauxite production,2346645.882688659,6.196996179394781e-06,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MY,Bauxite production,1211584.3502430127,3.199538390030962e-06,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BA,Bauxite production,4516246.8102179365,1.192645402298972e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
RU,Bauxite production,49148892.673012674,0.00012979184561378205,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SA,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
US,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
BR,Bauxite production,141046159.63796064,0.00037247311954596884,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TR,Bauxite production,2168964.6093133027,5.727777461572936e-06,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
AU,Bauxite production,254073300.49303845,0.0006709539279261067,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SR,Bauxite production,23668556.092054892,6.25036579895916e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
IN,Bauxite production,33052882.346187267,8.72856817163339e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
CN,Bauxite production,79838375.69170849,0.00021083628884121868,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
KZ,Bauxite production,18601618.359429978,4.912294554296899e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MX,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ID,Bauxite production,359225.8643748296,9.486396415807051e-07,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VE,Bauxite production,29491868.863148768,7.788179717118087e-05,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
ME,Bauxite production,3104611.2081017527,8.198622526322326e-06,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
HU,Bauxite production,3058201.7100742315,8.076064843424443e-06,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
MZ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GN,Bauxite production,70887113.63062257,0.00018719789618789029,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
VN,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
JM,Bauxite production,85929928.10460427,0.00022692279226628898,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
FJ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
TZ,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SL,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
SB,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
DO,Bauxite production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GY,Bauxite production,57069058.42080879,0.00015070733066473968,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
PK,Bauxite production,0.0002352711557238719,6.213014344849344e-16,2000,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq
GLO,Aluminium consumption,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AR,Primary Aluminium Ingot production,14355.874245626157,5.802405804278203e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,Primary Aluminium Ingot production,9002.343963437821,3.6385978291412734e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CM,Primary Aluminium Ingot production,4726.166912483405,1.910238126621678e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,Primary Aluminium Ingot production,7659.559267314316,3.0958665693535395e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GH,Primary Aluminium Ingot production,7495.425854443315,3.029526571438829e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,Primary Aluminium Ingot production,9622.109290178614,3.889096674954638e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MY,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BH,Primary Aluminium Ingot production,27850.048073679718,0.0001125652661950424,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,Primary Aluminium Ingot production,5175.392897343823,2.09180780446842e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,Primary Aluminium Ingot production,176780.5258092705,0.0007145175079473705,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NZ,Primary Aluminium Ingot production,17967.1375956144,7.262018438397859e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
EG,Primary Aluminium Ingot production,10340.40501087431,4.179419868627272e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TJ,Primary Aluminium Ingot production,14728.238248292944,5.952909146214087e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
OM,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,Primary Aluminium Ingot production,200704.4162819144,0.0008112138975675835,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,Primary Aluminium Ingot production,69866.12274543066,0.00028238725779031675,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NL,Primary Aluminium Ingot production,16214.290589463104,6.553546807309095e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ZA,Primary Aluminium Ingot production,36847.18523361746,0.000148930199451974,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,Primary Aluminium Ingot production,12038.452409810208,4.865742409139009e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NG,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,Primary Aluminium Ingot production,23708.227214569924,9.582471456998114e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,Primary Aluminium Ingot production,16397.01709925485,6.627401826019233e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
PL,Primary Aluminium Ingot production,2522.7544400397305,1.0196554215508647e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AE,Primary Aluminium Ingot production,25714.23468312658,0.00010393266339972576,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HR,Primary Aluminium Ingot production,808.8335212841214,3.269170681140264e-06,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
QA,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,Primary Aluminium Ingot production,7349.52893928023,2.9705574628436845e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CH,Primary Aluminium Ingot production,1878.6169016827619,7.593057328194607e-06,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,Primary Aluminium Ingot production,357.59199550833085,1.4453274212353369e-06,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,Primary Aluminium Ingot production,3337.379395044085,1.3489132909326098e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,Primary Aluminium Ingot production,96784.0024562785,0.00039118485437045696,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,Primary Aluminium Ingot production,34583.67913264664,0.00013978148394111356,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,Primary Aluminium Ingot production,4503.67103545578,1.8203089905618244e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SE,Primary Aluminium Ingot production,5417.3035844145825,2.1895840841125496e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NO,Primary Aluminium Ingot production,55122.998722698525,0.00022279800050160946,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,Primary Aluminium Ingot production,35217.559288358665,0.00014234352219234776,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,Primary Aluminium Ingot production,124051.96010346139,0.0005013974077933399,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,Primary Aluminium Ingot production,153191.18534628625,0.0006191733138707076,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,Primary Aluminium Ingot production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,Primary Aluminium Ingot production,10173.567148111928,4.111986777008992e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MX,Primary Aluminium Ingot production,3337.379395044085,1.3489132909326098e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,Primary Aluminium Ingot production,8753.782019787799,3.538133222118335e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,Primary Aluminium Ingot production,5643.902149103388,2.2811714583466213e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,Primary Aluminium Ingot production,31232.947135226597,0.00012623838203191823,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ME,Primary Aluminium Ingot production,4802.274308355306,1.940999471281002e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HU,Primary Aluminium Ingot production,1819.203634250337,7.352918774524796e-06,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ES,Primary Aluminium Ingot production,19653.84842083745,7.943758924205954e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MZ,Primary Aluminium Ingot production,2943.459204153648,1.1896972959372904e-05,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GLO,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AR,Primary Aluminium Liquid production,51745.63705139862,0.00020914726587590882,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GR,Primary Aluminium Liquid production,1306027.5207022645,0.00527874620312917,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CM,Primary Aluminium Liquid production,722051.1356666447,0.0029184106999643536,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IR,Primary Aluminium Liquid production,1802853.3038529803,0.007286833456155283,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GH,Primary Aluminium Liquid production,1145131.1074542773,0.004628429638533946,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RO,Primary Aluminium Liquid production,1395940.8339891047,0.005642160873647336,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MY,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BH,Primary Aluminium Liquid production,164452.17705285695,0.0006646883709979614,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BA,Primary Aluminium Liquid production,799542.2074194534,0.003231616734529074,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
RU,Primary Aluminium Liquid production,27310678.558696125,0.11038522424786176,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NZ,Primary Aluminium Liquid production,9802565.368291423,0.039620340229101665,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
EG,Primary Aluminium Liquid production,1579779.411013566,0.006385205851700118,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TJ,Primary Aluminium Liquid production,3466629.3528373023,0.014011539759978589,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
OM,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
US,Primary Aluminium Liquid production,53199735.108166225,0.2150244885794642,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
BR,Primary Aluminium Liquid production,251831.89598327785,0.0010178626741599894,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NL,Primary Aluminium Liquid production,2352310.667589258,0.009507648811596369,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ZA,Primary Aluminium Liquid production,5629414.372517883,0.02275315739808516,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IS,Primary Aluminium Liquid production,1746495.1592310027,0.007059043201185235,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NG,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
FR,Primary Aluminium Liquid production,3439503.9042105563,0.013901903204334175,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
GB,Primary Aluminium Liquid production,2378819.9691132987,0.009614795003042926,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
PL,Primary Aluminium Liquid production,365992.0949529576,0.0014792792272626614,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AE,Primary Aluminium Liquid production,151840.37972576768,0.000613713582029342,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HR,Primary Aluminium Liquid production,117342.64351083282,0.0004742794650796323,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
QA,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SK,Primary Aluminium Liquid production,1066243.0915639147,0.004309577387909298,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CH,Primary Aluminium Liquid production,276785.4933375993,0.0011187209678793356,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
JP,Primary Aluminium Liquid production,84167.49424273625,0.00034019102478164944,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
TR,Primary Aluminium Liquid production,785528.9395359401,0.003174977434467654,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
AU,Primary Aluminium Liquid production,52803709.30727016,0.2134238181037784,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
DE,Primary Aluminium Liquid production,5017275.156094413,0.020278992410547734,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SI,Primary Aluminium Liquid production,653376.3140337401,0.0026408384833005436,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SE,Primary Aluminium Liquid production,785922.8216539527,0.003176569440533362,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
SR,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
NO,Primary Aluminium Liquid production,7997045.397050981,0.03232272854651284,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IN,Primary Aluminium Liquid production,8289261.940644026,0.03350381925519398,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CA,Primary Aluminium Liquid production,328912.3314939453,0.0013294089852734726,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
CN,Primary Aluminium Liquid production,9108837.916839622,0.03681640915390612,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
KZ,Primary Aluminium Liquid production,0.0,0.0,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
IT,Primary Aluminium Liquid production,1475944.3466179827,0.005965521776715903,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MX,Primary Aluminium Liquid production,884622.785392077,0.0035754982920107466,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ID,Primary Aluminium Liquid production,2060403.775831975,0.008327809664177458,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
UA,Primary Aluminium Liquid production,871921.8177753221,0.00352416309154961,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
VE,Primary Aluminium Liquid production,112578.91500389506,0.0004550252660906138,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ME,Primary Aluminium Liquid production,741899.4223813936,0.0029986341764786633,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
HU,Primary Aluminium Liquid production,263923.4872320063,0.001066734876607679,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
ES,Primary Aluminium Liquid production,2851309.2845124,0.011524518297649288,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
MZ,Primary Aluminium Liquid production,449693.82175941643,0.001817587697468073,2000,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq
