Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year
ecoinvent 3.4 cutoff to edit,d5566603accf4fee8ba623617b390798,alumina production,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020178643034636924,2000
ecoinvent 3.4 cutoff to edit,d5566603accf4fee8ba623617b390798,alumina production,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681310476799539e-07,2000
ecoinvent 3.4 cutoff to edit,d5566603accf4fee8ba623617b390798,alumina production,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004150702605743143,2000
ecoinvent 3.4 cutoff to edit,d5566603accf4fee8ba623617b390798,alumina production,RU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009554018750670447,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.389397911221068,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.000871001105320841,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0003291131249061174,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.931320918692069e-07,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006253454825661504,2000
ecoinvent 3.4 cutoff to edit,4680426acb094c85985dd58c9023c768,alumina production,KZ,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.014688119846712092,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3174661840175672,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00042320608862446066,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014209309819832147,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.3738744180109535e-07,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.00339564089932482,2000
ecoinvent 3.4 cutoff to edit,26ccdc16d18545fb9f8553ffd8960abc,alumina production,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.008050042469109614,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6237396758463234,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005641957928856681,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020178657026052085,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681313135857295e-07,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0041506901480520535,2000
ecoinvent 3.4 cutoff to edit,515012cb828f4d89802c6bb3284fd3f4,alumina production,ME,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009554000019373891,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,0.8641116811061135,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005574182105619492,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001263446507009688,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.3613790730953533e-07,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0017459960126674809,2000
ecoinvent 3.4 cutoff to edit,e91ac181baac4f14aebf3b407bd8f621,alumina production,US,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0028129961376133893,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6237368160016292,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005641977492473833,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020178669340413586,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681315446849679e-07,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004150679307629192,2000
ecoinvent 3.4 cutoff to edit,2160c328c50c49eaa81ca32c7c649e8d,alumina production,IE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009553983723730546,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6237569768478233,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005641840323432097,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0002017858354576923,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.6812991851787226e-07,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004150755566078697,2000
ecoinvent 3.4 cutoff to edit,fc7f59efdabd4fcaab9d33bec05ca2f6,alumina production,ES,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.00955409835557271,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6239041423541423,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005640839820585294,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.000201779582396181,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681180510778889e-07,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004151312031760652,2000
ecoinvent 3.4 cutoff to edit,38b84e872e604ad9ba06de5ed68fab90,alumina production,SI,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009554934848644012,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.3893979107712684,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.000871001105291818,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0003291131246836783,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.9313209184647475e-07,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006253454820426595,2000
ecoinvent 3.4 cutoff to edit,3ed0ee4790af4362905d6861ed5485eb,alumina production,GN,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.01468811984201128,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6237387753532948,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005641964243996317,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020178661151455934,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.6813138706070517e-07,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004150686708974528,2000
ecoinvent 3.4 cutoff to edit,a82db854b1c34b2289c2ba586b37b870,alumina production,GB,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009553994843268649,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.6237930215582914,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005641607575136715,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00020178450628156189,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681270693305966e-07,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0041508899434104934,2000
ecoinvent 3.4 cutoff to edit,cfe25a558d1349c694d98feb3a4bf20b,alumina production,FR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009554299757154078,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3174661845439126,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004232060886989554,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014209309864854954,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.3738744187222873e-07,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0033956409093752462,2000
ecoinvent 3.4 cutoff to edit,9e75212a5f8941f2bb36bbd4def03b71,alumina production,JM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.008050042477534823,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,0.7278791019637313,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004199200123869968,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,9.120732116203232e-05,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.2600966284918282e-07,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0015946800852872237,2000
ecoinvent 3.4 cutoff to edit,ea9c0ec0d9344e71b0410a0135c115e0,alumina production,CA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.002485017404013733,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.623773435598655,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005642086448400099,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0002017910204454279,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.681302624219394e-07,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004150761926451601,2000
ecoinvent 3.4 cutoff to edit,c448edf68ec6435f8c14154e5bc1757a,alumina production,UA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.00955409060508031,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,2.3893979107712684,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.000871001105291818,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0003291131246836783,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.9313209184647475e-07,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.006253454820426595,2000
ecoinvent 3.4 cutoff to edit,d922b46a155248648bcb2b458bd0f537,market for consumption of alumina,AZ,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.01468811984201128,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3196933399239934,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.00042421906756190343,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014250863851034238,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.37430755966399e-07,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003401080647759177,2000
ecoinvent 3.4 cutoff to edit,c471a1fbf7c245e0a2e5fe338f1c83d2,market for consumption of alumina,GH,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.008060477932787934,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.3174585435637909,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0004232086003128136,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001420928955939195,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.373854939589602e-07,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.003395613178948294,2000
ecoinvent 3.4 cutoff to edit,4e2bb0299aa94ad4a59fc62f9043e472,market for consumption of alumina,SR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.008049952510975207,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.5665880998670123,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005644407280039356,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0001933535396987965,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.1647098411527515e-07,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.004004180180972931,2000
ecoinvent 3.4 cutoff to edit,47959f03b235473bba7fe1ced1206548,market for consumption of alumina,IR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009122974671575544,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.1139433535220282,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005158135639124689,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00014642031697953864,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,1.268548240418161e-07,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0027669364523026678,2000
ecoinvent 3.4 cutoff to edit,28ecce61b7d047e6b814517167fcb49e,market for consumption of alumina,AU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.005578315451331594,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,1.5836597446158043,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0005495666785555767,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.00019483169706734234,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,2.621820388356061e-07,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0040486866872442625,2000
ecoinvent 3.4 cutoff to edit,c70b24d81fd4464fb1b5b6d01ecd30b5,market for consumption of alumina,DE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.009326135906124137,2000
