Database,Code,Name,Location,Unit,Amount_fu,Method_name,Midpoint,Midpoint_abb,Midpoint_unit,Score,Year,Type
ecoinvent 3.4 cutoff to edit,c318ef5843cc4cfaa265bdb87e3c0144,"aluminium production, primary, ingot",BA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08169549828558703,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,26.542524168294925,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.014422005315245354,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0053795548242651405,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.72844535724165e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.06592169179066573,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,9f7c96619515415dad8c30bd9d67390e,"aluminium production, primary, ingot",ID,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.11762192766405209,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,12.947880844979665,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008664747890998612,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003274110775749743,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.595555474557671e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.03545238286735455,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b3940a57dbd6492ab47ee4f351db1017,"aluminium production, primary, ingot",RU,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08169549828558703,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,15.707465493276398,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0016938728781923198,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0013889418733433745,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.878007091645786e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.026351865825299636,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,66e9821e79164a17a59d9c45d4201159,"aluminium production, primary, ingot",SA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04435788395143306,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,12.947880844979665,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008664747890998612,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.003274110775749743,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.595555474557671e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.03545238286735455,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,662ca7307b5b4f52ab3c8c2675a910d6,"aluminium production, primary, ingot",UA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.08169549828558703,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,26.542524168294925,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.014422005315245354,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0053795548242651405,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.72844535724165e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.06592169179066573,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,2db84423c0054e45b8f7ed7f6f6511d7,"aluminium production, primary, ingot",IR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.11762192766405209,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.002778118560171955,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4b96322fccaf49bba036cf7d3a968a03,"aluminium production, primary, ingot",IS,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,15.51386920725915,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.006522551662853825,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.002891408360008589,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,6.011184446997255e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.04038030077535446,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,"aluminium production, primary, ingotGLO","aluminium production, primary, ingot",GLO,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.09858628576081918,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b141eeab1ed0484893140f906ecf04b8,"aluminium production, primary, ingot",HR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,23895bac3bf54228accd2b7531cc132f,"aluminium production, primary, ingot",GB,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,15.707465493276398,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0016938728781923198,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0013889418733433745,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.878007091645786e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.026351865825299636,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,09f3f81a76d64c15a01f974e3d87432b,"aluminium production, primary, ingot",OM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.04435788395143306,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.002778118560171955,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,6a165fe425af477da2445f2a00ae5300,"aluminium production, primary, ingot",FR,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,4631966eaa4240b7a0a9a8e8811159dd,"aluminium production, primary, ingot",IT,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,20.042638592747526,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.011343926451751194,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.005313003256789798,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.48600362673217e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.08010451788104536,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,955c2f885066459cbf814abaf3ba2499,"aluminium production, primary, ingot",ZA,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.16397749425555946,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,20.042638592747526,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.011343926451751194,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.005313003256789798,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.48600362673217e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.08010451788104536,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,f2bebe43783b47ea895af34da0c7214c,"aluminium production, primary, ingot",CM,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.16397749425555946,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,ce37d40c799a43bd80046f94d13375bc,"aluminium production, primary, ingot",RO,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,7f43193d960a434187faff7de3805571,"aluminium production, primary, ingot",SE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,7.655339106450329,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.0015636092280135812,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.001067945989725,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,4.36226716953662e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.0171529369156312,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,c108bd356aba49858de5964f9453f017,"aluminium production, primary, ingot",VE,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.03747645848973756,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,climate change,GWP100,kg CO2-Eq,10.885273894492737,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,freshwater eutrophication,FEP,kg P-Eq,0.008133552155488097,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,marine eutrophication,MEP,kg N-Eq,0.0027781185601719544,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,ozone depletion,ODPinf,kg CFC-11.,8.288447908900092e-07,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,photochemical oxidant formation,POFP,kg NMVOC-.,0.025376837663785432,2004,globalized_for_alumina
ecoinvent 3.4 cutoff to edit,b8aa3e0214b24c53a83c2805f99cf926,"aluminium production, primary, ingot",NO,kilogram,1,ReCiPe Midpoint (H) V1.13,terrestrial acidification,TAP100,kg SO2-Eq,0.0530904148659031,2004,globalized_for_alumina
