Year,Region,source,value
2002,South America,Electricity,0.031389502
2002,Africa & Asia,Electricity,0.019171881
2002,Europe,Electricity,0.152163092
2002,Oceania,Electricity,0.034524877
2002,GLO,Electricity,0.062208749
2003,North America,Electricity,0.065390984
2003,China,Electricity,0.093702823
2003,South America,Electricity,0.05257076
2003,Africa & Asia,Electricity,0.031893744
2003,Europe,Electricity,0.195327968
2003,Oceania,Electricity,0.066638213
2003,GLO,Electricity,0.0822705
2004,North America,Electricity,0.066279239
2004,China,Electricity,0.093702823
2004,South America,Electricity,0.069546627
2004,Africa & Asia,Electricity,0.017896566
2004,Europe,Electricity,0.149785008
2004,Oceania,Electricity,0.072847381
2004,GLO,Electricity,0.08436379
2005,North America,Electricity,0.056137532
2005,China,Electricity,0.093702823
2005,South America,Electricity,0.059666199
2005,Africa & Asia,Electricity,0.04956674
2005,Europe,Electricity,0.20076444
2005,Oceania,Electricity,0.097850237
2005,GLO,Electricity,0.091833719
2006,North America,Electricity,0.055181757
2006,China,Electricity,0.093702823
2006,South America,Electricity,0.0655222
2006,Africa & Asia,Electricity,0.046107544
2006,Europe,Electricity,0.177272319
2006,Oceania,Electricity,0.088120394
2006,GLO,Electricity,0.094120024
2007,North America,Electricity,0.060570763
2007,China,Electricity,0.093702823
2007,South America,Electricity,0.066133151
2007,Africa & Asia,Electricity,0.025036573
2007,Europe,Electricity,0.247653153
2007,Oceania,Electricity,0.046463682
2007,GLO,Electricity,0.094954302
2008,North America,Electricity,0.070926193
2008,China,Electricity,0.093702823
2008,South America,Electricity,0.044639794
2008,Africa & Asia,Electricity,0.016962221
2008,Europe,Electricity,0.226929959
2008,Oceania,Electricity,0.087101134
2008,GLO,Electricity,0.094861753
2009,North America,Electricity,0.072309417
2009,China,Electricity,0.093702823
2009,South America,Electricity,0.048041143
2009,Africa & Asia,Electricity,0.02640466
2009,Europe,Electricity,0.093980023
2009,Oceania,Electricity,0.114768594
2009,GLO,Electricity,0.086911666
2010,North America,Electricity,0.04796069
2010,China,Electricity,0.093702823
2010,South America,Electricity,0.040108886
2010,Africa & Asia,Electricity,0.013912804
2010,Europe,Electricity,0.076510501
2010,Oceania,Electricity,0.02195869
2010,GLO,Electricity,0.070089821
2011,North America,Electricity,0.041215403
2011,China,Electricity,0.093702823
2011,South America,Electricity,0.054722892
2011,Africa & Asia,Electricity,0.026511733
2011,Europe,Electricity,0.072052423
2011,Oceania,Electricity,0.026980055
2011,GLO,Electricity,0.070758254
2012,North America,Electricity,0.050663309
2012,China,Electricity,0.093702823
2012,South America,Electricity,0.030990632
2012,Africa & Asia,Electricity,0.031703659
2012,Europe,Electricity,0.077611213
2012,Oceania,Electricity,0.036632297
2012,GLO,Electricity,0.072681334
2013,North America,Electricity,0.048018305
2013,China,Electricity,0.093702823
2013,South America,Electricity,0.023786152
2013,Africa & Asia,Electricity,0.003610445
2013,Europe,Electricity,0.121326391
2013,Oceania,Electricity,0.037563966
2013,GLO,Electricity,0.07440718
2014,North America,Electricity,0.045564988
2014,China,Electricity,0.093702823
2014,South America,Electricity,0.035884592
2014,Africa & Asia,Electricity,0.001744876
2014,Europe,Electricity,0.111547848
2014,Oceania,Electricity,0.049827841
2014,GLO,Electricity,0.076829833
2015,North America,Electricity,0.038780946
2015,China,Electricity,0.093702823
2015,South America,Electricity,0.034510507
2015,Africa & Asia,Electricity,0.001479352
2015,Europe,Electricity,0.114046974
2015,Oceania,Electricity,0.040604598
2015,GLO,Electricity,0.074151535
2016,North America,Electricity,0.318277146
2016,China,Electricity,0.093702823
2016,South America,Electricity,0.032262405
2016,Africa & Asia,Electricity,0.002502792
2016,Europe,Electricity,0.04764798
2016,Oceania,Electricity,0.025958125
2016,GLO,Electricity,0.074240876
2017,North America,Electricity,0.062132549
2017,China,Electricity,0.093702823
2017,South America,Electricity,0.041256259
2017,Africa & Asia,Electricity,0.020422897
2017,Europe,Electricity,0.045520537
2017,Oceania,Electricity,0.025061961
2017,GLO,Electricity,0.069924062
2018,North America,Electricity,0.128414459
2018,China,Electricity,0.093702823
2018,South America,Electricity,0.038849622
2018,Africa & Asia,Electricity,0.020659376
2018,Europe,Electricity,0.042913636
2018,Oceania,Electricity,0.026467263
2018,GLO,Electricity,0.071637098
1985,North America,Other,0
1985,China,Other,0
1985,South America,Other,0
1985,Africa & Asia,Other,0
1985,Europe,Other,0.011162867
1985,Oceania,Other,0.012660462
1985,GLO,Other,0.007594302
1986,North America,Other,0.010097618
1986,China,Other,0
1986,South America,Other,0
1986,Africa & Asia,Other,0
1986,Europe,Other,0.010246545
1986,Oceania,Other,0.000229377
1986,GLO,Other,0.003429762
1987,North America,Other,0
1987,China,Other,0
1987,South America,Other,0
1987,Africa & Asia,Other,0
1987,Europe,Other,0.008716836
1987,Oceania,Other,0
1987,GLO,Other,0.001433907
1988,North America,Other,0
1988,China,Other,0
1988,South America,Other,0
1988,Africa & Asia,Other,0
1988,Europe,Other,0.009058426
1988,Oceania,Other,0
1988,GLO,Other,0.001404234
1989,North America,Other,0
1989,China,Other,0
1989,South America,Other,0
1989,Africa & Asia,Other,0
1989,Europe,Other,0.012057439
1989,Oceania,Other,0
1989,GLO,Other,0.001624101
1990,North America,Other,0
1990,China,Other,0
1990,South America,Other,0
1990,Africa & Asia,Other,0.062696874
1990,Europe,Other,0.013385743
1990,Oceania,Other,0
1990,GLO,Other,0.006997683
1991,North America,Other,0
1991,China,Other,0
1991,South America,Other,0
1991,Africa & Asia,Other,0
1991,Europe,Other,0.005858055
1991,Oceania,Other,0
1991,GLO,Other,0.00077709
1992,North America,Other,0
1992,China,Other,0
1992,South America,Other,0
1992,Africa & Asia,Other,0
1992,Europe,Other,0.048760214
1992,Oceania,Other,0
1992,GLO,Other,0.00686357
1993,North America,Other,0
1993,China,Other,0
1993,South America,Other,0
1993,Africa & Asia,Other,0.003230118
1993,Europe,Other,0.035511268
1993,Oceania,Other,0
1993,GLO,Other,0.00543197
1994,North America,Other,0
1994,China,Other,0
1994,South America,Other,0
1994,Africa & Asia,Other,0.005437455
1994,Europe,Other,0.031996951
1994,Oceania,Other,0
1994,GLO,Other,0.004848217
1995,North America,Other,0
1995,China,Other,0
1995,South America,Other,0
1995,Africa & Asia,Other,0.009624185
1995,Europe,Other,0.039123844
1995,Oceania,Other,0
1995,GLO,Other,0.006185996
1996,North America,Other,0
1996,China,Other,0
1996,South America,Other,0
1996,Africa & Asia,Other,0.010512807
1996,Europe,Other,0.02478437
1996,Oceania,Other,0
1996,GLO,Other,0.00365368
1997,North America,Other,0
1997,China,Other,0
1997,South America,Other,0
1997,Africa & Asia,Other,0.023047198
1997,Europe,Other,0.018170487
1997,Oceania,Other,0
1997,GLO,Other,0.004157769
1998,North America,Other,0
1998,China,Other,0.009999704
1998,South America,Other,0
1998,Africa & Asia,Other,0.008699457
1998,Europe,Other,0.011118849
1998,Oceania,Other,0
1998,GLO,Other,0.00383934
1999,North America,Other,0
1999,China,Other,0.010000816
1999,South America,Other,0
1999,Africa & Asia,Other,0.010095974
1999,Europe,Other,0.010899957
1999,Oceania,Other,0
1999,GLO,Other,0.004029044
2000,North America,Other,0
2000,China,Other,0.009997473
2000,South America,Other,0
2000,Africa & Asia,Other,0.008963083
2000,Europe,Other,0.011381332
2000,Oceania,Other,0
2000,GLO,Other,0.003952298
2001,North America,Other,0
2001,China,Other,0.009997473
2001,South America,Other,0
2001,Africa & Asia,Other,0
2001,Europe,Other,0.010272423
2001,Oceania,Other,0
2001,GLO,Other,0.003510291
2002,North America,Other,0
2002,China,Other,0.009997473
2002,South America,Other,0
2002,Africa & Asia,Other,0
2002,Europe,Other,0.010272423
2002,Oceania,Other,0
2002,GLO,Other,0.003510291
2003,North America,Other,0
2003,China,Other,0.009997473
2003,South America,Other,0
2003,Africa & Asia,Other,0
2003,Europe,Other,0.007584467
2003,Oceania,Other,0.029516424
2003,GLO,Other,0.012386649
2004,North America,Other,0
2004,China,Other,0.009997473
2004,South America,Other,0
2004,Africa & Asia,Other,0
2004,Europe,Other,0.00507558
2004,Oceania,Other,0.028075332
2004,GLO,Other,0.011564933
2005,North America,Other,0
2005,China,Other,0.009997473
2005,South America,Other,0
2005,Africa & Asia,Other,0.015781439
2005,Europe,Other,0.007248473
2005,Oceania,Other,0.028888977
2005,GLO,Other,0.01246335
2006,North America,Other,0
2006,China,Other,0.009997473
2006,South America,Other,0
2006,Africa & Asia,Other,0.050481541
2006,Europe,Other,0.085204479
2006,Oceania,Other,0.021526867
2006,GLO,Other,0.023063597
2007,North America,Other,0.205291117
2007,China,Other,0.009997473
2007,South America,Other,1.25E-05
2007,Africa & Asia,Other,0.121421108
2007,Europe,Other,0
2007,Oceania,Other,0.025340817
2007,GLO,Other,0.022955763
2008,North America,Other,0.200694856
2008,China,Other,0.009997473
2008,South America,Other,0
2008,Africa & Asia,Other,0.056540735
2008,Europe,Other,0.104878308
2008,Oceania,Other,0.015649983
2008,GLO,Other,0.03176773
2009,North America,Other,0.342613353
2009,China,Other,0.009997473
2009,South America,Other,0
2009,Africa & Asia,Other,0.041474946
2009,Europe,Other,0.059193782
2009,Oceania,Other,0.255872735
2009,GLO,Other,0.06164179
2010,North America,Other,0.253714128
2010,China,Other,0.009997473
2010,South America,Other,0
2010,Africa & Asia,Other,0.145464564
2010,Europe,Other,0.259699977
2010,Oceania,Other,0.112188945
2010,GLO,Other,0.063768207
2011,North America,Other,0.264784253
2011,China,Other,0.009997473
2011,South America,Other,0
2011,Africa & Asia,Other,0.080392599
2011,Europe,Other,0.259654661
2011,Oceania,Other,0.073744563
2011,GLO,Other,0.054913365
2012,North America,Other,0.020680329
2012,China,Other,0.009997473
2012,South America,Other,0
2012,Africa & Asia,Other,0.083390537
2012,Europe,Other,0.192223379
2012,Oceania,Other,0.082671138
2012,GLO,Other,0.037906063
2013,North America,Other,0.242536319
2013,China,Other,0.009997473
2013,South America,Other,0
2013,Africa & Asia,Other,0.077216929
2013,Europe,Other,0.169711368
2013,Oceania,Other,0.092854646
2013,GLO,Other,0.050470997
2014,North America,Other,0.215559133
2014,China,Other,0.009997473
2014,South America,Other,0
2014,Africa & Asia,Other,0.069515855
2014,Europe,Other,0.168844351
2014,Oceania,Other,0.054798279
2014,GLO,Other,0.041131201
2015,North America,Other,0.262535255
2015,China,Other,0.009997473
2015,South America,Other,0
2015,Africa & Asia,Other,0.050367745
2015,Europe,Other,0.001919603
2015,Oceania,Other,0.06227705
2015,GLO,Other,0.029417227
2016,North America,Other,0.005662455
2016,China,Other,0.009997473
2016,South America,Other,0
2016,Africa & Asia,Other,0.049652166
2016,Europe,Other,0.003254109
2016,Oceania,Other,0.060045517
2016,GLO,Other,0.019812024
2017,North America,Other,4.45E-05
2017,China,Other,0.009997473
2017,South America,Other,0
2017,Africa & Asia,Other,0.046376741
2017,Europe,Other,0.003246426
2017,Oceania,Other,0.058729146
2017,GLO,Other,0.0186888
2018,North America,Other,0.072807558
2018,China,Other,0.009997473
2018,South America,Other,0
2018,Africa & Asia,Other,0.043880795
2018,Europe,Other,0.100045706
2018,Oceania,Other,0.063805935
2018,GLO,Other,0.027809188
